RECEIVING_LOCATION,FULFILLING_LOCATION,VOLUME_WEIGHT_BUCKET,PACKAGE_PRODUCT_VOLUME_BUCKET,FACE_PANEL_BUCKET,TV_TYPE,TV_BRAND,TV_SIZE,WG_BG,Writeoff_Percent_Qty
Indis,QC,h 14000-16000,c 0.6-0.7,e 1.06-1.08,LED,LG,d 45-49,B,0.0079
Indis,QC,f 10000-12000,e 0.8-1.0,d 1.04-1.06,LED,LG,e 50-56,W,0.0495
Brampton,Ingram,h 14000-16000,b 0.5-0.6,e 1.06-1.08,LED,LG,d 45-49,B,0.004
Brampton,ON,d 6000-8000,e 0.8-1.0,i 1.14-1.16,LED,CHINA,a <30,B,0.0476
Brampton,MB,d 6000-8000,h 2.0-3.0,d 1.04-1.06,LED,SAMSUNG,c 40-44,B,0.004
Brampton,ON,h 14000-16000,c 0.6-0.7,e 1.06-1.08,4K,SAMSUNG,c 40-44,B,0.004
Brampton,Ingram,d 6000-8000,e 0.8-1.0,g 1.10-1.12,OTHER,CHINA,a <30,B,0.026
Indis,NS,f 10000-12000,e 0.8-1.0,f 1.08-1.10,LED,CHINA,a <30,B,0.036
Brampton,ON,i 16000-18000,c 0.6-0.7,g 1.10-1.12,LED,SAMSUNG,d 45-49,W,0.01
Langley,Ingram,g 12000-14000,d 0.7-0.8,f 1.08-1.10,LED,SAMSUNG,c 40-44,B,0
KNN,AB,h 14000-16000,d 0.7-0.8,d 1.04-1.06,4K,SAMSUNG,e 50-56,W,0.002
KNN,MB,b 2000-4000,i 3.0-4.0,c 1.02-1.04,LED,LG,e 50-56,W,0.002
Langley,BC,e 8000-10000,e 0.8-1.0,e 1.06-1.08,LED,VIZIO,c 40-44,B,0.0161
Langley,BC,f 10000-12000,e 0.8-1.0,e 1.06-1.08,LED,LG,b 30-39,B,0.002
Brampton,ON,i 16000-18000,d 0.7-0.8,f 1.08-1.10,LED,SAMSUNG,c 40-44,B,0.0161
Brampton,ON,h 14000-16000,c 0.6-0.7,c 1.02-1.04,LED,SAMSUNG,f >=57,W,0
KNN,AB,g 12000-14000,c 0.6-0.7,d 1.04-1.06,4K,LG,e 50-56,W,0.0041
Brampton,MB,c 4000-6000,h 2.0-3.0,f 1.08-1.10,LED,CHINA,b 30-39,B,0.0102
Brampton,ON,h 14000-16000,c 0.6-0.7,c 1.02-1.04,4K,SAMSUNG,f >=57,W,0
Brampton,MB,g 12000-14000,f 1.0-1.5,d 1.04-1.06,LED,SONY,d 45-49,B,0.0204
Brampton,MB,c 4000-6000,h 2.0-3.0,e 1.06-1.08,LED,SAMSUNG,c 40-44,B,0.0041
Langley,BC,f 10000-12000,d 0.7-0.8,d 1.04-1.06,4K,LG,c 40-44,B,0.0224
Indis,QC,g 12000-14000,d 0.7-0.8,e 1.06-1.08,LED,LG,d 45-49,B,0.0103
Brampton,Ingram,f 10000-12000,e 0.8-1.0,e 1.06-1.08,LED,LG,b 30-39,B,0.0021
Brampton,Ingram,f 10000-12000,f 1.0-1.5,h 1.12-1.14,LED,SAMSUNG,a <30,B,0.0082
Brampton,ON,g 12000-14000,f 1.0-1.5,d 1.04-1.06,LED,SAMSUNG,f >=57,W,0.0021
Brampton,Brampton,f 10000-12000,e 0.8-1.0,d 1.04-1.06,LED,SAMSUNG,e 50-56,W,0.0186
Indis,QC,e 8000-10000,e 0.8-1.0,d 1.04-1.06,LED,LG,c 40-44,B,0.0124
Indis,QC,e 8000-10000,e 0.8-1.0,e 1.06-1.08,LED,VIZIO,c 40-44,B,0.0228
Langley,Ingram,g 12000-14000,c 0.6-0.7,f 1.08-1.10,LED,CHINA,c 40-44,B,0.0145
Indis,QC,g 12000-14000,b 0.5-0.6,g 1.10-1.12,4K,SAMSUNG,e 50-56,B,0
Indis,QC,g 12000-14000,d 0.7-0.8,d 1.04-1.06,LED,LG,e 50-56,W,0.0166
KNN,SK,f 10000-12000,f 1.0-1.5,e 1.06-1.08,LED,CHINA,b 30-39,B,0.0104
Langley,BC,g 12000-14000,f 1.0-1.5,f 1.08-1.10,LED,CHINA,a <30,B,0.0291
KNN,SK,c 4000-6000,h 2.0-3.0,f 1.08-1.10,LED,CHINA,b 30-39,B,0.0084
KNN,AB,g 12000-14000,e 0.8-1.0,d 1.04-1.06,LED,CHINA,e 50-56,W,0.042
Langley,BC,g 12000-14000,e 0.8-1.0,d 1.04-1.06,LED,CHINA,e 50-56,W,0.0253
Brampton,ON,e 8000-10000,e 0.8-1.0,c 1.02-1.04,4K,LG,d 45-49,B,0.0084
KNN,AB,b 2000-4000,i 3.0-4.0,b 1-1.02,LED,SONY,e 50-56,B,0.0021
Brampton,NB,e 8000-10000,g 1.5-2.0,g 1.10-1.12,LED,CHINA,a <30,B,0.0321
KNN,AB,g 12000-14000,d 0.7-0.8,c 1.02-1.04,4K,SAMSUNG,f >=57,W,0.0085
Brampton,ON,j >18000,b 0.5-0.6,e 1.06-1.08,LED,SAMSUNG,e 50-56,B,0.0107
KNN,AB,g 12000-14000,e 0.8-1.0,d 1.04-1.06,LED,SONY,d 45-49,B,0
Brampton,Ingram,g 12000-14000,e 0.8-1.0,d 1.04-1.06,LCD,CHINA,c 40-44,B,0.0022
KNN,SK,e 8000-10000,g 1.5-2.0,g 1.10-1.12,LED,CHINA,a <30,B,0.0453
Brampton,Ingram,h 14000-16000,e 0.8-1.0,d 1.04-1.06,LCD,CHINA,c 40-44,B,0.0043
Brampton,ON,j >18000,e 0.8-1.0,c 1.02-1.04,LED,SAMSUNG,f >=57,W,0
Indis,QC,b 2000-4000,h 2.0-3.0,b 1-1.02,4K,SAMSUNG,e 50-56,W,0.0086
KNN,SK,e 8000-10000,f 1.0-1.5,g 1.10-1.12,LED,CHINA,a <30,B,0.0325
Langley,BC,g 12000-14000,e 0.8-1.0,d 1.04-1.06,LED,SONY,d 45-49,B,0.0022
KNN,KNN,g 12000-14000,c 0.6-0.7,d 1.04-1.06,4K,LG,e 50-56,W,0
Langley,BC,a <2000,j >4.0,e 1.06-1.08,PLASMA,LG,c 40-44,B,0.013
Brampton,ON,g 12000-14000,e 0.8-1.0,c 1.02-1.04,4K,SAMSUNG,f >=57,W,0.0022
Langley,BC,g 12000-14000,c 0.6-0.7,d 1.04-1.06,LED,LG,e 50-56,B,0.0153
Brampton,Ingram,j >18000,e 0.8-1.0,f 1.08-1.10,LED,CHINA,c 40-44,B,0
Indis,NS,f 10000-12000,f 1.0-1.5,f 1.08-1.10,LED,SAMSUNG,b 30-39,B,0
KNN,AB,g 12000-14000,f 1.0-1.5,d 1.04-1.06,LED,SONY,f >=57,W,0.0132
Indis,NS,h 14000-16000,e 0.8-1.0,d 1.04-1.06,LCD,CHINA,c 40-44,B,0.0155
Langley,Ingram,e 8000-10000,g 1.5-2.0,g 1.10-1.12,LED,CHINA,a <30,B,0.0334
Langley,BC,h 14000-16000,c 0.6-0.7,e 1.06-1.08,LED,LG,d 45-49,W,0.0067
Indis,QC,j >18000,c 0.6-0.7,e 1.06-1.08,LED,SAMSUNG,d 45-49,B,0
Langley,BC,d 6000-8000,e 0.8-1.0,i 1.14-1.16,LED,CHINA,a <30,B,0.0428
Brampton,ON,e 8000-10000,e 0.8-1.0,d 1.04-1.06,LED,SONY,b 30-39,B,0.0135
Indis,QC,g 12000-14000,c 0.6-0.7,d 1.04-1.06,4K,LG,e 50-56,W,0.0045
KNN,AB,f 10000-12000,e 0.8-1.0,c 1.02-1.04,4K,LG,d 45-49,B,0.009
Brampton,ON,g 12000-14000,b 0.5-0.6,b 1-1.02,LED,SAMSUNG,e 50-56,W,0
Indis,QC,b 2000-4000,i 3.0-4.0,d 1.04-1.06,LED,SONY,b 30-39,B,0.0091
Brampton,ON,i 16000-18000,c 0.6-0.7,c 1.02-1.04,LED,SAMSUNG,e 50-56,W,0.0114
KNN,AB,j >18000,c 0.6-0.7,e 1.06-1.08,LED,SAMSUNG,d 45-49,B,0
KNN,AB,i 16000-18000,b 0.5-0.6,d 1.04-1.06,LED,SAMSUNG,f >=57,W,0.0023
Langley,BC,d 6000-8000,f 1.0-1.5,f 1.08-1.10,LED,VIZIO,a <30,B,0.0387
Indis,QC,f 10000-12000,e 0.8-1.0,f 1.08-1.10,PLASMA,LG,f >=57,W,0.0138
Brampton,MB,f 10000-12000,e 0.8-1.0,f 1.08-1.10,LED,CHINA,a <30,B,0.0484
KNN,SK,f 10000-12000,e 0.8-1.0,f 1.08-1.10,LED,CHINA,a <30,B,0.0439
KNN,SK,g 12000-14000,d 0.7-0.8,f 1.08-1.10,LED,SAMSUNG,c 40-44,B,0.0046
Brampton,Ingram,h 14000-16000,d 0.7-0.8,c 1.02-1.04,LED,VIZIO,e 50-56,B,0.0047
Brampton,NL,f 10000-12000,d 0.7-0.8,c 1.02-1.04,LED,CHINA,c 40-44,B,0.0349
Langley,BC,j >18000,b 0.5-0.6,d 1.04-1.06,LED,SAMSUNG,d 45-49,B,0.007
Brampton,Ingram,c 4000-6000,h 2.0-3.0,d 1.04-1.06,LED,SAMSUNG,b 30-39,B,0
KNN,AB,g 12000-14000,d 0.7-0.8,d 1.04-1.06,4K,SAMSUNG,d 45-49,B,0
KNN,SK,i 16000-18000,b 0.5-0.6,d 1.04-1.06,LED,SAMSUNG,e 50-56,W,0.0023
Langley,BC,g 12000-14000,e 0.8-1.0,e 1.06-1.08,LED,CHINA,b 30-39,B,0.0235
Brampton,ON,g 12000-14000,d 0.7-0.8,e 1.06-1.08,OTHER,SAMSUNG,c 40-44,B,0
KNN,AB,h 14000-16000,d 0.7-0.8,d 1.04-1.06,LED,CHINA,d 45-49,B,0.0142
Langley,BC,f 10000-12000,d 0.7-0.8,c 1.02-1.04,4K,LG,e 50-56,W,0.0237
Indis,QC,j >18000,c 0.6-0.7,f 1.08-1.10,LED,SAMSUNG,d 45-49,W,0.0071
KNN,SK,f 10000-12000,f 1.0-1.5,f 1.08-1.10,LED,CHINA,b 30-39,B,0.0072
KNN,AB,g 12000-14000,d 0.7-0.8,d 1.04-1.06,LED,LG,e 50-56,W,0.0288
Langley,Ingram,e 8000-10000,f 1.0-1.5,g 1.10-1.12,LED,CHINA,a <30,B,0.0336
Brampton,PE,e 8000-10000,f 1.0-1.5,f 1.08-1.10,LED,CHINA,b 30-39,B,0.0072
KNN,AB,g 12000-14000,d 0.7-0.8,e 1.06-1.08,LED,LG,d 45-49,B,0.0216
Indis,QC,i 16000-18000,c 0.6-0.7,e 1.06-1.08,LED,SAMSUNG,c 40-44,B,0.0048
KNN,AB,g 12000-14000,f 1.0-1.5,f 1.08-1.10,LED,CHINA,a <30,B,0.012
Indis,QC,h 14000-16000,c 0.6-0.7,e 1.06-1.08,LED,SAMSUNG,f >=57,W,0.0242
Langley,BC,i 16000-18000,d 0.7-0.8,d 1.04-1.06,LED,SAMSUNG,e 50-56,W,0
Brampton,NB,e 8000-10000,f 1.0-1.5,g 1.10-1.12,LED,CHINA,a <30,B,0.0122
Brampton,NB,f 10000-12000,f 1.0-1.5,e 1.06-1.08,LED,CHINA,b 30-39,B,0.0147
Brampton,ON,g 12000-14000,d 0.7-0.8,d 1.04-1.06,LED,SONY,e 50-56,W,0.0172
KNN,AB,c 4000-6000,e 0.8-1.0,e 1.06-1.08,LED,SONY,c 40-44,B,0.0246
Indis,NS,f 10000-12000,f 1.0-1.5,f 1.08-1.10,LED,CHINA,b 30-39,B,0.0148
KNN,AB,d 6000-8000,e 0.8-1.0,i 1.14-1.16,LED,CHINA,a <30,B,0.0148
Brampton,Brampton,h 14000-16000,c 0.6-0.7,e 1.06-1.08,4K,SAMSUNG,e 50-56,W,0
Brampton,Ingram,c 4000-6000,j >4.0,e 1.06-1.08,LED,SAMSUNG,b 30-39,B,0.0025
Brampton,Ingram,f 10000-12000,d 0.7-0.8,f 1.08-1.10,LED,SAMSUNG,c 40-44,B,0.0025
Indis,QC,h 14000-16000,c 0.6-0.7,d 1.04-1.06,LED,CHINA,e 50-56,W,0.0597
Langley,BC,f 10000-12000,e 0.8-1.0,d 1.04-1.06,LED,LG,e 50-56,W,0.0249
Brampton,MB,f 10000-12000,f 1.0-1.5,f 1.08-1.10,LED,CHINA,b 30-39,B,0.005
KNN,AB,h 14000-16000,f 1.0-1.5,g 1.10-1.12,PLASMA,SAMSUNG,e 50-56,B,0.005
Langley,BC,i 16000-18000,c 0.6-0.7,d 1.04-1.06,LED,CHINA,d 45-49,B,0.0075
Brampton,ON,j >18000,c 0.6-0.7,e 1.06-1.08,LED,SAMSUNG,c 40-44,B,0.0151
Indis,QC,i 16000-18000,d 0.7-0.8,f 1.08-1.10,LED,SAMSUNG,c 40-44,B,0.005
Brampton,Brampton,i 16000-18000,e 0.8-1.0,d 1.04-1.06,4K,SONY,f >=57,W,0
Langley,BC,h 14000-16000,f 1.0-1.5,g 1.10-1.12,PLASMA,SAMSUNG,e 50-56,B,0.0025
Langley,BC,e 8000-10000,f 1.0-1.5,e 1.06-1.08,LED,SAMSUNG,a <30,B,0
Brampton,ON,c 4000-6000,g 1.5-2.0,b 1-1.02,4K,SAMSUNG,f >=57,W,0
KNN,SK,f 10000-12000,f 1.0-1.5,f 1.08-1.10,LED,SAMSUNG,b 30-39,B,0
Brampton,Ingram,d 6000-8000,f 1.0-1.5,d 1.04-1.06,LED,SONY,d 45-49,B,0.0026
Langley,BC,h 14000-16000,f 1.0-1.5,c 1.02-1.04,LED,SAMSUNG,f >=57,W,0.0077
Brampton,ON,j >18000,c 0.6-0.7,d 1.04-1.06,LED,SAMSUNG,f >=57,W,0.0051
Brampton,NB,g 12000-14000,d 0.7-0.8,e 1.06-1.08,LED,CHINA,d 45-49,B,0.0206
Brampton,ON,g 12000-14000,d 0.7-0.8,d 1.04-1.06,LED,LG,f >=57,W,0.0233
Brampton,ON,a <2000,j >4.0,d 1.04-1.06,PLASMA,LG,f >=57,W,0.0078
Brampton,Brampton,j >18000,c 0.6-0.7,d 1.04-1.06,4K,SAMSUNG,f >=57,W,0
Brampton,Ingram,f 10000-12000,d 0.7-0.8,e 1.06-1.08,LED,LG,b 30-39,B,0.0026
Brampton,Ingram,i 16000-18000,c 0.6-0.7,c 1.02-1.04,LED,CHINA,e 50-56,B,0.0052
KNN,AB,d 6000-8000,e 0.8-1.0,f 1.08-1.10,LED,CHINA,a <30,B,0.0286
Indis,NS,c 4000-6000,h 2.0-3.0,d 1.04-1.06,LED,SAMSUNG,b 30-39,B,0.0052
KNN,MB,f 10000-12000,e 0.8-1.0,d 1.04-1.06,LED,SAMSUNG,e 50-56,W,0.0183
KNN,SK,h 14000-16000,e 0.8-1.0,d 1.04-1.06,LCD,CHINA,c 40-44,B,0.0026
Indis,NS,g 12000-14000,f 1.0-1.5,d 1.04-1.06,LED,SONY,d 45-49,B,0.0209
Langley,BC,h 14000-16000,d 0.7-0.8,f 1.08-1.10,LED,SAMSUNG,e 50-56,W,0.0131
KNN,AB,f 10000-12000,e 0.8-1.0,f 1.08-1.10,PLASMA,LG,f >=57,W,0.0105
KNN,AB,h 14000-16000,f 1.0-1.5,d 1.04-1.06,LED,LG,e 50-56,B,0.0395
Indis,QC,j >18000,b 0.5-0.6,d 1.04-1.06,LED,SAMSUNG,d 45-49,B,0.0158
Langley,BC,f 10000-12000,e 0.8-1.0,c 1.02-1.04,4K,LG,d 45-49,B,0.0053
Brampton,ON,h 14000-16000,c 0.6-0.7,e 1.06-1.08,4K,SAMSUNG,f >=57,W,0
Indis,NS,g 12000-14000,f 1.0-1.5,e 1.06-1.08,LED,SAMSUNG,b 30-39,B,0.0027
KNN,AB,i 16000-18000,c 0.6-0.7,d 1.04-1.06,LED,CHINA,d 45-49,B,0.0053
KNN,AB,b 2000-4000,j >4.0,c 1.02-1.04,LED,LG,f >=57,W,0.0133
Langley,BC,g 12000-14000,d 0.7-0.8,c 1.02-1.04,4K,SAMSUNG,f >=57,W,0.0107
KNN,AB,h 14000-16000,d 0.7-0.8,f 1.08-1.10,LED,SAMSUNG,e 50-56,W,0.0134
Brampton,MB,g 12000-14000,f 1.0-1.5,e 1.06-1.08,LED,SAMSUNG,b 30-39,B,0.0108
Langley,Langley,g 12000-14000,c 0.6-0.7,d 1.04-1.06,4K,LG,e 50-56,W,0.0027
Brampton,Ingram,f 10000-12000,e 0.8-1.0,f 1.08-1.10,LED,CHINA,a <30,B,0.0432
Brampton,MB,c 4000-6000,h 2.0-3.0,d 1.04-1.06,LED,SAMSUNG,b 30-39,B,0.0027
Indis,NS,c 4000-6000,h 2.0-3.0,e 1.06-1.08,LED,SAMSUNG,c 40-44,B,0.0108
Brampton,Ingram,h 14000-16000,d 0.7-0.8,d 1.04-1.06,LED,CHINA,b 30-39,B,0.0082
Brampton,NL,e 8000-10000,f 1.0-1.5,g 1.10-1.12,LED,CHINA,a <30,B,0.0408
Brampton,ON,h 14000-16000,c 0.6-0.7,e 1.06-1.08,4K,SAMSUNG,d 45-49,B,0.0027
Indis,Indis,i 16000-18000,c 0.6-0.7,d 1.04-1.06,LED,CHINA,e 50-56,W,0
Brampton,MB,f 10000-12000,e 0.8-1.0,e 1.06-1.08,LED,SAMSUNG,e 50-56,B,0.0192
Brampton,ON,h 14000-16000,e 0.8-1.0,e 1.06-1.08,LED,CHINA,d 45-49,W,0.0467
Langley,BC,h 14000-16000,c 0.6-0.7,d 1.04-1.06,LED,CHINA,e 50-56,W,0.0302
Brampton,Ingram,d 6000-8000,f 1.0-1.5,i 1.14-1.16,LED,SAMSUNG,a <30,B,0.0028
Indis,NS,b 2000-4000,i 3.0-4.0,c 1.02-1.04,LED,LG,e 50-56,W,0.0138
Brampton,ON,g 12000-14000,f 1.0-1.5,d 1.04-1.06,4K,SONY,e 50-56,W,0
Indis,QC,h 14000-16000,f 1.0-1.5,g 1.10-1.12,PLASMA,SAMSUNG,e 50-56,B,0.0028
KNN,SK,g 12000-14000,d 0.7-0.8,e 1.06-1.08,LED,CHINA,c 40-44,B,0.0055
Indis,NS,d 6000-8000,h 2.0-3.0,d 1.04-1.06,LED,SAMSUNG,c 40-44,B,0.0362
Langley,BC,g 12000-14000,d 0.7-0.8,d 1.04-1.06,LED,LG,e 50-56,W,0.0084
Brampton,Brampton,a <2000,j >4.0,c 1.02-1.04,4K,SAMSUNG,f >=57,W,0
Brampton,ON,c 4000-6000,h 2.0-3.0,d 1.04-1.06,LED,LG,c 40-44,B,0.0251
Brampton,Brampton,j >18000,d 0.7-0.8,d 1.04-1.06,LED,CHINA,f >=57,W,0
Langley,BC,f 10000-12000,e 0.8-1.0,d 1.04-1.06,LED,VIZIO,f >=57,W,0.0252
Indis,QC,g 12000-14000,d 0.7-0.8,e 1.06-1.08,LED,SAMSUNG,b 30-39,B,0.0056
Brampton,NB,g 12000-14000,d 0.7-0.8,e 1.06-1.08,LED,CHINA,c 40-44,B,0.031
Brampton,Brampton,i 16000-18000,c 0.6-0.7,c 1.02-1.04,LED,CHINA,e 50-56,W,0.0395
Brampton,ON,h 14000-16000,e 0.8-1.0,c 1.02-1.04,LED,SAMSUNG,f >=57,W,0.0056
Indis,QC,f 10000-12000,e 0.8-1.0,d 1.04-1.06,LED,VIZIO,f >=57,W,0.0367
Brampton,ON,h 14000-16000,e 0.8-1.0,e 1.06-1.08,LED,SAMSUNG,f >=57,W,0.0142
Indis,NS,f 10000-12000,f 1.0-1.5,h 1.12-1.14,LED,SAMSUNG,a <30,B,0.0085
Brampton,Ingram,g 12000-14000,d 0.7-0.8,d 1.04-1.06,LED,CHINA,e 50-56,B,0.0142
Langley,Ingram,c 4000-6000,h 2.0-3.0,e 1.06-1.08,LED,SAMSUNG,c 40-44,B,0.0057
Brampton,ON,h 14000-16000,c 0.6-0.7,d 1.04-1.06,LED,SONY,f >=57,W,0.0085
Langley,BC,g 12000-14000,d 0.7-0.8,e 1.06-1.08,LED,SAMSUNG,b 30-39,B,0
KNN,AB,i 16000-18000,e 0.8-1.0,f 1.08-1.10,LED,CHINA,a <30,B,0.0229
KNN,SK,g 12000-14000,f 1.0-1.5,e 1.06-1.08,LED,SAMSUNG,b 30-39,B,0
Langley,BC,i 16000-18000,e 0.8-1.0,f 1.08-1.10,LED,CHINA,a <30,B,0.0231
Brampton,Brampton,i 16000-18000,c 0.6-0.7,c 1.02-1.04,LED,SAMSUNG,e 50-56,W,0.0029
Brampton,Ingram,f 10000-12000,f 1.0-1.5,h 1.12-1.14,PLASMA,SAMSUNG,c 40-44,B,0.0058
Brampton,ON,f 10000-12000,d 0.7-0.8,d 1.04-1.06,LED,LG,e 50-56,W,0.0146
Brampton,ON,i 16000-18000,b 0.5-0.6,d 1.04-1.06,LED,VIZIO,e 50-56,B,0.0641
Indis,QC,h 14000-16000,d 0.7-0.8,d 1.04-1.06,LED,CHINA,d 45-49,B,0.0117
Brampton,Ingram,f 10000-12000,g 1.5-2.0,g 1.10-1.12,LED,CHINA,a <30,B,0.0059
Brampton,NL,g 12000-14000,d 0.7-0.8,e 1.06-1.08,LED,CHINA,d 45-49,B,0.0059
Langley,BC,e 8000-10000,f 1.0-1.5,b 1-1.02,LED,SONY,e 50-56,B,0.003
Indis,QC,g 12000-14000,b 0.5-0.6,d 1.04-1.06,4K,LG,d 45-49,B,0
Langley,BC,b 2000-4000,j >4.0,c 1.02-1.04,LED,LG,f >=57,W,0.0059
KNN,AB,h 14000-16000,c 0.6-0.7,e 1.06-1.08,4K,SAMSUNG,e 50-56,W,0.003
KNN,SK,b 2000-4000,i 3.0-4.0,c 1.02-1.04,LED,LG,e 50-56,W,0.0179
Indis,QC,h 14000-16000,d 0.7-0.8,f 1.08-1.10,LED,SAMSUNG,e 50-56,W,0.0119
Brampton,NB,c 4000-6000,h 2.0-3.0,f 1.08-1.10,LED,CHINA,b 30-39,B,0.006
Indis,QC,h 14000-16000,d 0.7-0.8,d 1.04-1.06,4K,SAMSUNG,e 50-56,W,0.033
KNN,AB,c 4000-6000,g 1.5-2.0,a <1,LED,VIZIO,a <30,B,0.018
KNN,AB,g 12000-14000,c 0.6-0.7,d 1.04-1.06,LED,VIZIO,e 50-56,B,0.0211
Brampton,ON,e 8000-10000,e 0.8-1.0,c 1.02-1.04,4K,SONY,e 50-56,W,0.0122
Indis,QC,f 10000-12000,h 2.0-3.0,e 1.06-1.08,LED,SONY,b 30-39,B,0.0092
Brampton,MB,c 4000-6000,j >4.0,e 1.06-1.08,LED,SAMSUNG,b 30-39,B,0.0031
Brampton,ON,f 10000-12000,e 0.8-1.0,d 1.04-1.06,4K,VIZIO,c 40-44,B,0.0521
Brampton,ON,g 12000-14000,c 0.6-0.7,d 1.04-1.06,4K,VIZIO,e 50-56,B,0.0184
Brampton,Ingram,e 8000-10000,f 1.0-1.5,e 1.06-1.08,LED,SAMSUNG,a <30,B,0.0154
Indis,QC,d 6000-8000,e 0.8-1.0,f 1.08-1.10,LED,CHINA,a <30,B,0.0646
Brampton,Ingram,g 12000-14000,d 0.7-0.8,e 1.06-1.08,LED,CHINA,c 40-44,B,0.0093
Indis,QC,b 2000-4000,j >4.0,c 1.02-1.04,LED,LG,f >=57,W,0.037
KNN,KNN,h 14000-16000,d 0.7-0.8,d 1.04-1.06,4K,SAMSUNG,e 50-56,W,0
KNN,SK,d 6000-8000,h 2.0-3.0,d 1.04-1.06,LED,SAMSUNG,c 40-44,B,0.0093
Indis,QC,i 16000-18000,c 0.6-0.7,d 1.04-1.06,LED,SAMSUNG,e 50-56,W,0.0155
Brampton,ON,h 14000-16000,e 0.8-1.0,d 1.04-1.06,LED,CHINA,c 40-44,B,0.0062
KNN,AB,f 10000-12000,e 0.8-1.0,d 1.04-1.06,4K,LG,c 40-44,B,0.0093
Langley,BC,i 16000-18000,c 0.6-0.7,e 1.06-1.08,LED,SAMSUNG,c 40-44,B,0
Brampton,MB,j >18000,c 0.6-0.7,c 1.02-1.04,LED,CHINA,e 50-56,B,0.0125
Brampton,ON,a <2000,j >4.0,c 1.02-1.04,LED,LG,e 50-56,W,0.0313
Brampton,ON,j >18000,d 0.7-0.8,d 1.04-1.06,LED,CHINA,f >=57,W,0.0094
KNN,SK,c 4000-6000,h 2.0-3.0,e 1.06-1.08,LED,SAMSUNG,c 40-44,B,0
Indis,NS,i 16000-18000,b 0.5-0.6,d 1.04-1.06,LED,SAMSUNG,e 50-56,W,0
Langley,BC,j >18000,c 0.6-0.7,f 1.08-1.10,LED,SAMSUNG,d 45-49,W,0.0032
Langley,BC,g 12000-14000,b 0.5-0.6,d 1.04-1.06,4K,LG,d 45-49,B,0
Langley,Ingram,d 6000-8000,h 2.0-3.0,d 1.04-1.06,LED,SAMSUNG,c 40-44,B,0
Langley,BC,h 14000-16000,f 1.0-1.5,d 1.04-1.06,LED,LG,e 50-56,B,0.0414
Brampton,MB,d 6000-8000,f 1.0-1.5,e 1.06-1.08,LED,CHINA,c 40-44,B,0.0064
Brampton,MB,f 10000-12000,d 0.7-0.8,e 1.06-1.08,LED,LG,b 30-39,B,0
Brampton,ON,a <2000,j >4.0,e 1.06-1.08,PLASMA,LG,e 50-56,W,0.0289
Langley,BC,f 10000-12000,e 0.8-1.0,d 1.04-1.06,4K,LG,c 40-44,B,0.0032
KNN,AB,f 10000-12000,e 0.8-1.0,c 1.02-1.04,4K,LG,f >=57,W,0.0129
KNN,AB,h 14000-16000,c 0.6-0.7,d 1.04-1.06,LED,CHINA,e 50-56,W,0.0259
Brampton,Brampton,i 16000-18000,b 0.5-0.6,d 1.04-1.06,LED,SAMSUNG,e 50-56,W,0.0097
Indis,QC,g 12000-14000,d 0.7-0.8,e 1.06-1.08,4K,SAMSUNG,c 40-44,B,0
Brampton,NL,e 8000-10000,g 1.5-2.0,g 1.10-1.12,LED,CHINA,a <30,B,0.0592
Brampton,ON,g 12000-14000,d 0.7-0.8,d 1.04-1.06,4K,SAMSUNG,e 50-56,W,0.0099
Brampton,NL,g 12000-14000,d 0.7-0.8,f 1.08-1.10,LED,SAMSUNG,c 40-44,B,0
Indis,QC,g 12000-14000,f 1.0-1.5,d 1.04-1.06,LED,SONY,f >=57,W,0.0099
Indis,QC,h 14000-16000,d 0.7-0.8,e 1.06-1.08,LED,LG,c 40-44,B,0.0033
Brampton,Ingram,c 4000-6000,e 0.8-1.0,e 1.06-1.08,LED,SONY,c 40-44,B,0.0033
KNN,SK,d 6000-8000,e 0.8-1.0,g 1.10-1.12,OTHER,CHINA,a <30,B,0.0367
Langley,BC,g 12000-14000,d 0.7-0.8,e 1.06-1.08,4K,SAMSUNG,c 40-44,B,0.0033
Brampton,ON,b 2000-4000,h 2.0-3.0,c 1.02-1.04,LED,LG,e 50-56,W,0.0502
Indis,QC,c 4000-6000,g 1.5-2.0,a <1,LED,VIZIO,a <30,B,0.0234
Langley,BC,g 12000-14000,f 1.0-1.5,d 1.04-1.06,LED,SONY,f >=57,W,0.0067
Langley,BC,h 14000-16000,c 0.6-0.7,e 1.06-1.08,4K,SAMSUNG,e 50-56,W,0
Brampton,ON,d 6000-8000,e 0.8-1.0,f 1.08-1.10,LED,CHINA,a <30,B,0.0436
Brampton,Ingram,d 6000-8000,f 1.0-1.5,d 1.04-1.06,LCD,SONY,b 30-39,B,0.0067
Langley,BC,b 2000-4000,i 3.0-4.0,d 1.04-1.06,LED,SONY,b 30-39,B,0.0034
Langley,Langley,h 14000-16000,d 0.7-0.8,d 1.04-1.06,4K,SAMSUNG,e 50-56,W,0
KNN,AB,g 12000-14000,d 0.7-0.8,e 1.06-1.08,4K,SAMSUNG,c 40-44,B,0.0034
Langley,BC,i 16000-18000,d 0.7-0.8,f 1.08-1.10,LED,SAMSUNG,c 40-44,B,0.0102
Brampton,ON,j >18000,d 0.7-0.8,c 1.02-1.04,4K,SONY,f >=57,W,0.0171
Brampton,ON,g 12000-14000,c 0.6-0.7,d 1.04-1.06,4K,LG,e 50-56,W,0.0068
