RECEIVING_LOCATION,FULFILLING_LOCATION,VOLUME_WEIGHT_BUCKET,PACKAGE_PRODUCT_VOLUME_BUCKET,FACE_PANEL_BUCKET,TV_TYPE,TV_BRAND,TV_SIZE,WG_BG,Writeoff_Percent_Qty
Indis,QC,b 2000-4000,i 3.0-4.0,e 1.06-1.08,LED,CHINA,a <30,B,0.042
Indis,QC,h 14000-16000,e 0.8-1.0,e 1.06-1.08,LED,CHINA,d 45-49,W,0.1765
KNN,SK,h 14000-16000,b 0.5-0.6,e 1.06-1.08,LED,LG,d 45-49,B,0.0252
Langley,BC,f 10000-12000,d 0.7-0.8,d 1.04-1.06,LED,SONY,f >=57,W,0.0168
Langley,Ingram,b 2000-4000,i 3.0-4.0,d 1.04-1.06,LED,SONY,b 30-39,B,0.0084
Langley,Langley,i 16000-18000,b 0.5-0.6,d 1.04-1.06,4K,SAMSUNG,e 50-56,W,0
Brampton,Brampton,h 14000-16000,d 0.7-0.8,e 1.06-1.08,LED,SAMSUNG,f >=57,W,0.0254
Brampton,NB,d 6000-8000,e 0.8-1.0,g 1.10-1.12,OTHER,CHINA,a <30,B,0.0932
Indis,Indis,i 16000-18000,d 0.7-0.8,d 1.04-1.06,LED,SAMSUNG,e 50-56,W,0.0085
Indis,QC,g 12000-14000,e 0.8-1.0,c 1.02-1.04,LED,VIZIO,f >=57,W,0.2373
Langley,BC,f 10000-12000,e 0.8-1.0,d 1.04-1.06,4K,VIZIO,c 40-44,B,0.0085
Brampton,Ingram,b 2000-4000,i 3.0-4.0,d 1.04-1.06,LED,SONY,b 30-39,B,0
Indis,NS,d 6000-8000,h 2.0-3.0,e 1.06-1.08,LED,SONY,c 40-44,B,0
Langley,BC,g 12000-14000,b 0.5-0.6,b 1-1.02,LED,SAMSUNG,e 50-56,W,0.0085
Brampton,NL,f 10000-12000,g 1.5-2.0,g 1.10-1.12,LED,CHINA,a <30,B,0
Brampton,ON,b 2000-4000,j >4.0,c 1.02-1.04,LED,SAMSUNG,f >=57,W,0.0086
Brampton,ON,g 12000-14000,d 0.7-0.8,d 1.04-1.06,LED,CHINA,e 50-56,B,0.0431
Indis,QC,f 10000-12000,a <0.5,d 1.04-1.06,4K,SONY,e 50-56,W,0.0086
Brampton,NB,f 10000-12000,d 0.7-0.8,e 1.06-1.08,LED,LG,b 30-39,B,0
Brampton,ON,g 12000-14000,f 1.0-1.5,d 1.04-1.06,LED,SONY,d 45-49,W,0.0087
Brampton,PE,c 4000-6000,h 2.0-3.0,f 1.08-1.10,LED,CHINA,b 30-39,B,0.0087
KNN,AB,g 12000-14000,d 0.7-0.8,c 1.02-1.04,LED,LG,f >=57,W,0.0174
KNN,SK,h 14000-16000,c 0.6-0.7,e 1.06-1.08,LED,LG,d 45-49,W,0
Langley,BC,b 2000-4000,i 3.0-4.0,e 1.06-1.08,LED,CHINA,a <30,B,0.0609
Brampton,MB,e 8000-10000,d 0.7-0.8,d 1.04-1.06,LED,CHINA,c 40-44,B,0
Brampton,MB,i 16000-18000,e 0.8-1.0,g 1.10-1.12,LED,SAMSUNG,b 30-39,B,0
Brampton,MB,j >18000,c 0.6-0.7,g 1.10-1.12,LED,SAMSUNG,c 40-44,B,0.0088
Indis,NS,a <2000,j >4.0,e 1.06-1.08,PLASMA,LG,c 40-44,B,0
Indis,QC,f 10000-12000,e 0.8-1.0,d 1.04-1.06,4K,VIZIO,c 40-44,B,0.0088
KNN,AB,f 10000-12000,d 0.7-0.8,d 1.04-1.06,LED,LG,e 50-56,W,0.0088
KNN,AB,g 12000-14000,b 0.5-0.6,b 1-1.02,LED,SAMSUNG,e 50-56,W,0
Langley,BC,d 6000-8000,f 1.0-1.5,b 1-1.02,LED,SAMSUNG,e 50-56,W,0
Langley,BC,j >18000,e 0.8-1.0,c 1.02-1.04,LED,SAMSUNG,f >=57,W,0
Brampton,ON,g 12000-14000,d 0.7-0.8,d 1.04-1.06,4K,LG,f >=57,W,0
Indis,Indis,h 14000-16000,d 0.7-0.8,c 1.02-1.04,4K,SAMSUNG,f >=57,W,0
Indis,QC,h 14000-16000,e 0.8-1.0,d 1.04-1.06,LED,CHINA,c 40-44,B,0.0088
Brampton,NB,g 12000-14000,f 1.0-1.5,f 1.08-1.10,LED,CHINA,a <30,B,0.0179
Brampton,NL,f 10000-12000,e 0.8-1.0,e 1.06-1.08,LED,SAMSUNG,e 50-56,B,0.0179
Indis,Indis,j >18000,d 0.7-0.8,d 1.04-1.06,LED,CHINA,f >=57,W,0
KNN,AB,h 14000-16000,c 0.6-0.7,d 1.04-1.06,LED,VIZIO,f >=57,W,0.0179
KNN,KNN,i 16000-18000,b 0.5-0.6,d 1.04-1.06,LED,SAMSUNG,e 50-56,W,0.0179
KNN,SK,b 2000-4000,i 3.0-4.0,c 1.02-1.04,LED,SONY,e 50-56,W,0
Brampton,MB,e 8000-10000,e 0.8-1.0,c 1.02-1.04,LED,SONY,e 50-56,B,0
Brampton,ON,g 12000-14000,c 0.6-0.7,b 1-1.02,LED,SAMSUNG,f >=57,W,0
Indis,QC,g 12000-14000,d 0.7-0.8,e 1.06-1.08,OTHER,SAMSUNG,c 40-44,B,0
Langley,BC,g 12000-14000,e 0.8-1.0,c 1.02-1.04,4K,SONY,f >=57,W,0
Brampton,Ingram,i 16000-18000,e 0.8-1.0,c 1.02-1.04,LED,CHINA,e 50-56,B,0.0636
Brampton,MB,i 16000-18000,c 0.6-0.7,d 1.04-1.06,LED,CHINA,d 45-49,B,0.0182
Indis,NS,g 12000-14000,d 0.7-0.8,e 1.06-1.08,LED,SAMSUNG,d 45-49,B,0.0091
Indis,QC,g 12000-14000,f 1.0-1.5,d 1.04-1.06,LED,SAMSUNG,f >=57,W,0.0455
KNN,AB,g 12000-14000,d 0.7-0.8,d 1.04-1.06,LED,SONY,e 50-56,W,0.0182
Brampton,MB,b 2000-4000,h 2.0-3.0,e 1.06-1.08,OTHER,CHINA,a <30,B,0.0275
Indis,NS,f 10000-12000,e 0.8-1.0,d 1.04-1.06,LED,VIZIO,f >=57,W,0.0092
Indis,QC,h 14000-16000,c 0.6-0.7,e 1.06-1.08,4K,SAMSUNG,d 45-49,B,0.0092
Langley,BC,h 14000-16000,e 0.8-1.0,c 1.02-1.04,LED,SAMSUNG,f >=57,W,0.0092
Langley,BC,j >18000,b 0.5-0.6,d 1.04-1.06,LED,SAMSUNG,e 50-56,B,0
Langley,Ingram,g 12000-14000,d 0.7-0.8,f 1.08-1.10,LED,SAMSUNG,a <30,B,0
Brampton,MB,b 2000-4000,i 3.0-4.0,b 1-1.02,LED,SONY,e 50-56,B,0.0093
Brampton,MB,f 10000-12000,d 0.7-0.8,d 1.04-1.06,4K,LG,c 40-44,B,0
Brampton,ON,f 10000-12000,g 1.5-2.0,e 1.06-1.08,PLASMA,SAMSUNG,f >=57,W,0.0185
Indis,QC,f 10000-12000,e 0.8-1.0,j >1.16,LED,SONY,c 40-44,B,0.0185
KNN,AB,j >18000,e 0.8-1.0,c 1.02-1.04,LED,SAMSUNG,f >=57,W,0.0093
KNN,KNN,h 14000-16000,c 0.6-0.7,e 1.06-1.08,4K,SAMSUNG,f >=57,W,0
KNN,MB,h 14000-16000,d 0.7-0.8,d 1.04-1.06,4K,SAMSUNG,e 50-56,W,0
Langley,BC,d 6000-8000,f 1.0-1.5,i 1.14-1.16,LED,SAMSUNG,a <30,B,0.0093
Langley,Ingram,f 10000-12000,f 1.0-1.5,e 1.06-1.08,LED,SONY,c 40-44,B,0
Langley,Ingram,g 12000-14000,e 0.8-1.0,d 1.04-1.06,LCD,CHINA,c 40-44,B,0.0093
Indis,NS,d 6000-8000,h 2.0-3.0,c 1.02-1.04,LED,SAMSUNG,d 45-49,B,0.0093
Indis,NS,h 14000-16000,d 0.7-0.8,e 1.06-1.08,LED,SAMSUNG,f >=57,W,0.028
Indis,NS,i 16000-18000,e 0.8-1.0,f 1.08-1.10,LED,CHINA,a <30,B,0.028
KNN,AB,g 12000-14000,e 0.8-1.0,c 1.02-1.04,4K,SONY,f >=57,W,0
Langley,BC,g 12000-14000,e 0.8-1.0,c 1.02-1.04,4K,SAMSUNG,e 50-56,W,0
Langley,BC,i 16000-18000,b 0.5-0.6,e 1.06-1.08,LED,SAMSUNG,f >=57,W,0.0093
Langley,Langley,a <2000,j >4.0,c 1.02-1.04,4K,SAMSUNG,f >=57,W,0
Indis,QC,e 8000-10000,e 0.8-1.0,c 1.02-1.04,4K,SONY,e 50-56,W,0
Indis,QC,g 12000-14000,c 0.6-0.7,d 1.04-1.06,4K,VIZIO,e 50-56,B,0.0283
Indis,QC,g 12000-14000,e 0.8-1.0,c 1.02-1.04,4K,SAMSUNG,f >=57,W,0.0283
KNN,KNN,j >18000,c 0.6-0.7,d 1.04-1.06,4K,SAMSUNG,f >=57,W,0
KNN,SK,h 14000-16000,c 0.6-0.7,e 1.06-1.08,LED,LG,c 40-44,B,0.0094
KNN,SK,h 14000-16000,d 0.7-0.8,e 1.06-1.08,LED,SAMSUNG,f >=57,W,0.0189
Brampton,MB,b 2000-4000,h 2.0-3.0,d 1.04-1.06,LED,SONY,c 40-44,B,0
Brampton,MB,d 6000-8000,e 0.8-1.0,i 1.14-1.16,LED,CHINA,a <30,B,0.019
Indis,NS,e 8000-10000,e 0.8-1.0,e 1.06-1.08,LED,VIZIO,c 40-44,B,0.0095
Indis,NS,f 10000-12000,d 0.7-0.8,d 1.04-1.06,4K,LG,c 40-44,B,0.0095
Indis,NS,i 16000-18000,c 0.6-0.7,d 1.04-1.06,LED,CHINA,d 45-49,B,0
Indis,QC,h 14000-16000,c 0.6-0.7,e 1.06-1.08,4K,SAMSUNG,f >=57,W,0
KNN,SK,f 10000-12000,e 0.8-1.0,d 1.04-1.06,LED,VIZIO,f >=57,W,0
KNN,SK,i 16000-18000,c 0.6-0.7,d 1.04-1.06,LED,CHINA,d 45-49,B,0
Langley,Ingram,b 2000-4000,h 2.0-3.0,d 1.04-1.06,LED,SONY,c 40-44,B,0
Langley,Ingram,g 12000-14000,e 0.8-1.0,e 1.06-1.08,LED,CHINA,b 30-39,B,0.0095
Indis,QC,i 16000-18000,b 0.5-0.6,d 1.04-1.06,LED,VIZIO,e 50-56,B,0.0577
Langley,BC,a <2000,j >4.0,c 1.02-1.04,LED,LG,e 50-56,W,0.0288
Langley,BC,h 14000-16000,c 0.6-0.7,e 1.06-1.08,4K,SAMSUNG,f >=57,W,0
Brampton,Brampton,b 2000-4000,j >4.0,j >1.16,4K,SONY,f >=57,W,0
Brampton,Brampton,g 12000-14000,c 0.6-0.7,d 1.04-1.06,4K,VIZIO,e 50-56,W,0.0194
Indis,NS,b 2000-4000,h 2.0-3.0,d 1.04-1.06,LED,SONY,c 40-44,B,0.0097
Indis,QC,b 2000-4000,h 2.0-3.0,d 1.04-1.06,LED,LG,b 30-39,B,0.0097
Indis,QC,d 6000-8000,f 1.0-1.5,b 1-1.02,LED,SAMSUNG,e 50-56,W,0
Indis,QC,g 12000-14000,f 1.0-1.5,d 1.04-1.06,4K,SONY,e 50-56,W,0
Langley,Ingram,h 14000-16000,c 0.6-0.7,e 1.06-1.08,LED,LG,c 40-44,B,0
Brampton,NB,f 10000-12000,f 1.0-1.5,f 1.08-1.10,LED,LG,b 30-39,B,0
Brampton,NB,g 12000-14000,e 0.8-1.0,d 1.04-1.06,LCD,CHINA,c 40-44,B,0
Indis,QC,f 10000-12000,f 1.0-1.5,d 1.04-1.06,LED,SONY,c 40-44,B,0.0098
KNN,AB,g 12000-14000,d 0.7-0.8,d 1.04-1.06,4K,SAMSUNG,e 50-56,W,0
KNN,SK,d 6000-8000,f 1.0-1.5,f 1.08-1.10,LED,VIZIO,a <30,B,0.0294
Brampton,Ingram,e 8000-10000,e 0.8-1.0,e 1.06-1.08,LED,VIZIO,c 40-44,B,0.0099
Brampton,ON,g 12000-14000,e 0.8-1.0,g 1.10-1.12,LED,CHINA,b 30-39,B,0.0792
Indis,Indis,h 14000-16000,c 0.6-0.7,e 1.06-1.08,4K,SAMSUNG,f >=57,W,0
Indis,QC,d 6000-8000,f 1.0-1.5,d 1.04-1.06,LED,VIZIO,a <30,B,0.1089
KNN,SK,a <2000,j >4.0,e 1.06-1.08,PLASMA,LG,c 40-44,B,0
Langley,BC,c 4000-6000,g 1.5-2.0,b 1-1.02,4K,SAMSUNG,f >=57,W,0.0099
Langley,Langley,h 14000-16000,c 0.6-0.7,e 1.06-1.08,4K,SAMSUNG,e 50-56,W,0
Indis,QC,c 4000-6000,g 1.5-2.0,b 1-1.02,4K,SAMSUNG,f >=57,W,0
KNN,AB,f 10000-12000,e 0.8-1.0,g 1.10-1.12,PLASMA,LG,e 50-56,W,0.01
KNN,KNN,a <2000,j >4.0,c 1.02-1.04,4K,SAMSUNG,f >=57,W,0
Langley,BC,g 12000-14000,f 1.0-1.5,d 1.04-1.06,LED,SAMSUNG,f >=57,W,0
Langley,Ingram,f 10000-12000,g 1.5-2.0,g 1.10-1.12,LED,CHINA,a <30,B,0
Brampton,NL,g 12000-14000,e 0.8-1.0,d 1.04-1.06,LED,CHINA,c 40-44,B,0.0101
Indis,NS,c 4000-6000,h 2.0-3.0,d 1.04-1.06,LED,SAMSUNG,d 45-49,W,0.0101
Indis,QC,f 10000-12000,c 0.6-0.7,d 1.04-1.06,4K,VIZIO,e 50-56,B,0.0505
KNN,AB,a <2000,j >4.0,c 1.02-1.04,4K,SAMSUNG,f >=57,W,0
KNN,AB,b 2000-4000,i 3.0-4.0,e 1.06-1.08,LED,CHINA,a <30,B,0.0202
KNN,AB,h 14000-16000,e 0.8-1.0,e 1.06-1.08,LED,SAMSUNG,f >=57,W,0.0101
Brampton,MB,i 16000-18000,e 0.8-1.0,f 1.08-1.10,LED,CHINA,a <30,B,0.0102
Brampton,NB,f 10000-12000,e 0.8-1.0,d 1.04-1.06,LED,SAMSUNG,e 50-56,W,0.0204
Brampton,ON,d 6000-8000,e 0.8-1.0,e 1.06-1.08,LED,SAMSUNG,a <30,B,0.0306
Brampton,PE,h 14000-16000,e 0.8-1.0,d 1.04-1.06,LCD,CHINA,c 40-44,B,0
Indis,NS,j >18000,c 0.6-0.7,g 1.10-1.12,LED,SAMSUNG,c 40-44,B,0.0204
KNN,AB,g 12000-14000,c 0.6-0.7,c 1.02-1.04,4K,LG,f >=57,W,0
KNN,SK,e 8000-10000,e 0.8-1.0,c 1.02-1.04,LED,SONY,e 50-56,B,0.0102
Langley,BC,j >18000,d 0.7-0.8,c 1.02-1.04,4K,SONY,f >=57,W,0.0102
KNN,SK,g 12000-14000,e 0.8-1.0,d 1.04-1.06,LED,CHINA,e 50-56,W,0.0103
Brampton,Ingram,g 12000-14000,d 0.7-0.8,e 1.06-1.08,4K,SAMSUNG,c 40-44,B,0.0104
Brampton,Ingram,h 14000-16000,c 0.6-0.7,d 1.04-1.06,LED,LG,e 50-56,B,0
Indis,QC,f 10000-12000,d 0.7-0.8,d 1.04-1.06,LED,SONY,f >=57,W,0.0104
Brampton,Ingram,d 6000-8000,e 0.8-1.0,i 1.14-1.16,LED,CHINA,a <30,B,0.0421
Brampton,MB,h 14000-16000,d 0.7-0.8,d 1.04-1.06,LED,CHINA,d 45-49,B,0
Brampton,NB,j >18000,c 0.6-0.7,c 1.02-1.04,LED,CHINA,e 50-56,B,0.0105
Indis,Indis,g 12000-14000,e 0.8-1.0,c 1.02-1.04,4K,SONY,f >=57,W,0
Indis,QC,g 12000-14000,c 0.6-0.7,d 1.04-1.06,4K,VIZIO,e 50-56,W,0.0421
KNN,MB,f 10000-12000,e 0.8-1.0,f 1.08-1.10,PLASMA,LG,f >=57,W,0.0105
Brampton,Brampton,c 4000-6000,i 3.0-4.0,b 1-1.02,LED,SAMSUNG,e 50-56,W,0
Brampton,MB,c 4000-6000,e 0.8-1.0,e 1.06-1.08,LED,SONY,c 40-44,B,0.0213
Brampton,ON,c 4000-6000,i 3.0-4.0,d 1.04-1.06,LED,LG,c 40-44,B,0.0213
Brampton,ON,e 8000-10000,e 0.8-1.0,d 1.04-1.06,LED,SONY,e 50-56,W,0.0532
Brampton,ON,f 10000-12000,d 0.7-0.8,d 1.04-1.06,LED,LG,f >=57,W,0.0319
Indis,QC,j >18000,d 0.7-0.8,c 1.02-1.04,4K,SONY,f >=57,W,0
KNN,KNN,g 12000-14000,d 0.7-0.8,a <1,4K,LG,f >=57,W,0.0213
KNN,MB,b 2000-4000,i 3.0-4.0,c 1.02-1.04,LED,SONY,e 50-56,W,0.0213
KNN,SK,c 4000-6000,h 2.0-3.0,d 1.04-1.06,LED,SAMSUNG,c 40-44,B,0
Brampton,Brampton,f 10000-12000,f 1.0-1.5,d 1.04-1.06,LED,LG,e 50-56,W,0
Brampton,NB,a <2000,f 1.0-1.5,e 1.06-1.08,LED,LG,b 30-39,B,0
Indis,QC,g 12000-14000,b 0.5-0.6,d 1.04-1.06,4K,LG,e 50-56,W,0
KNN,MB,b 2000-4000,h 2.0-3.0,b 1-1.02,4K,SAMSUNG,e 50-56,W,0
Brampton,MB,g 12000-14000,c 0.6-0.7,d 1.04-1.06,LED,VIZIO,e 50-56,B,0.0217
Brampton,ON,f 10000-12000,e 0.8-1.0,d 1.04-1.06,4K,SAMSUNG,e 50-56,W,0
Brampton,ON,g 12000-14000,e 0.8-1.0,e 1.06-1.08,LED,LG,c 40-44,B,0.0109
KNN,MB,f 10000-12000,d 0.7-0.8,c 1.02-1.04,4K,LG,e 50-56,W,0.0109
Brampton,MB,d 6000-8000,e 0.8-1.0,f 1.08-1.10,LED,CHINA,a <30,B,0.011
Brampton,MB,h 14000-16000,f 1.0-1.5,d 1.04-1.06,LED,LG,e 50-56,B,0.011
Brampton,NB,c 4000-6000,j >4.0,e 1.06-1.08,LED,SAMSUNG,b 30-39,B,0.011
Indis,NS,b 2000-4000,h 2.0-3.0,e 1.06-1.08,OTHER,CHINA,a <30,B,0.0659
Indis,NS,c 4000-6000,h 2.0-3.0,d 1.04-1.06,LED,SAMSUNG,c 40-44,B,0
KNN,AB,i 16000-18000,b 0.5-0.6,e 1.06-1.08,LED,SAMSUNG,f >=57,W,0.011
KNN,SK,f 10000-12000,e 0.8-1.0,f 1.08-1.10,PLASMA,LG,f >=57,W,0
Langley,BC,a <2000,j >4.0,d 1.04-1.06,PLASMA,LG,f >=57,W,0.044
Langley,Ingram,g 12000-14000,d 0.7-0.8,e 1.06-1.08,4K,SAMSUNG,c 40-44,B,0
Langley,Ingram,g 12000-14000,e 0.8-1.0,e 1.06-1.08,LED,LG,c 40-44,B,0.011
Langley,Langley,f 10000-12000,e 0.8-1.0,c 1.02-1.04,LED,SONY,e 50-56,W,0
Brampton,Brampton,i 16000-18000,c 0.6-0.7,c 1.02-1.04,LED,VIZIO,f >=57,W,0.0333
Brampton,Ingram,i 16000-18000,c 0.6-0.7,e 1.06-1.08,LED,SAMSUNG,d 45-49,B,0
Indis,Indis,h 14000-16000,e 0.8-1.0,d 1.04-1.06,LED,SONY,f >=57,W,0
Indis,NS,e 8000-10000,e 0.8-1.0,c 1.02-1.04,LED,SONY,e 50-56,B,0
Indis,QC,j >18000,b 0.5-0.6,d 1.04-1.06,LED,SAMSUNG,e 50-56,B,0.0444
KNN,SK,g 12000-14000,c 0.6-0.7,d 1.04-1.06,LED,LG,e 50-56,B,0.0111
Langley,BC,f 10000-12000,e 0.8-1.0,d 1.04-1.06,4K,SAMSUNG,e 50-56,W,0
Brampton,Ingram,d 6000-8000,g 1.5-2.0,d 1.04-1.06,LED,SAMSUNG,c 40-44,B,0.0112
Brampton,NB,c 4000-6000,h 2.0-3.0,c 1.02-1.04,LED,SAMSUNG,f >=57,W,0.0225
Brampton,NB,f 10000-12000,e 0.8-1.0,f 1.08-1.10,PLASMA,LG,e 50-56,B,0
Indis,QC,h 14000-16000,c 0.6-0.7,c 1.02-1.04,4K,SAMSUNG,f >=57,W,0
KNN,AB,g 12000-14000,d 0.7-0.8,e 1.06-1.08,OTHER,SAMSUNG,c 40-44,B,0
Langley,BC,i 16000-18000,b 0.5-0.6,d 1.04-1.06,LED,VIZIO,e 50-56,B,0.0225
Langley,Ingram,i 16000-18000,d 0.7-0.8,d 1.04-1.06,LED,CHINA,c 40-44,B,0
Brampton,NL,e 8000-10000,d 0.7-0.8,d 1.04-1.06,LED,CHINA,c 40-44,B,0
Brampton,ON,i 16000-18000,d 0.7-0.8,c 1.02-1.04,LED,VIZIO,f >=57,W,0.1705
KNN,AB,j >18000,c 0.6-0.7,d 1.04-1.06,LED,SAMSUNG,f >=57,W,0.0227
KNN,MB,h 14000-16000,d 0.7-0.8,e 1.06-1.08,LED,SAMSUNG,f >=57,W,0.0341
Langley,BC,g 12000-14000,b 0.5-0.6,d 1.04-1.06,4K,LG,e 50-56,W,0
Langley,Langley,i 16000-18000,b 0.5-0.6,d 1.04-1.06,LED,SAMSUNG,e 50-56,W,0.0909
Brampton,Brampton,h 14000-16000,c 0.6-0.7,e 1.06-1.08,LED,SAMSUNG,f >=57,W,0.046
Brampton,Ingram,e 8000-10000,d 0.7-0.8,d 1.04-1.06,LED,LG,d 45-49,B,0.023
Brampton,NB,c 4000-6000,h 2.0-3.0,d 1.04-1.06,LED,SAMSUNG,d 45-49,B,0
Brampton,NB,g 12000-14000,c 0.6-0.7,d 1.04-1.06,LED,LG,e 50-56,W,0.0115
Brampton,ON,a <2000,j >4.0,a <1,LED,SONY,f >=57,W,0
Indis,NS,g 12000-14000,d 0.7-0.8,d 1.04-1.06,LED,LG,e 50-56,W,0
Indis,NS,j >18000,b 0.5-0.6,d 1.04-1.06,LED,SAMSUNG,d 45-49,B,0.0115
KNN,MB,g 12000-14000,d 0.7-0.8,d 1.04-1.06,LED,LG,e 50-56,W,0.0345
Langley,Ingram,d 6000-8000,f 1.0-1.5,f 1.08-1.10,LED,VIZIO,a <30,B,0
Brampton,Brampton,h 14000-16000,c 0.6-0.7,d 1.04-1.06,LED,VIZIO,f >=57,W,0.0116
Brampton,Ingram,b 2000-4000,i 3.0-4.0,b 1-1.02,LED,SONY,e 50-56,B,0
Brampton,MB,h 14000-16000,f 1.0-1.5,g 1.10-1.12,PLASMA,SAMSUNG,e 50-56,B,0.0116
Brampton,NB,f 10000-12000,f 1.0-1.5,e 1.06-1.08,LED,SONY,b 30-39,B,0
Brampton,NB,f 10000-12000,f 1.0-1.5,h 1.12-1.14,PLASMA,SAMSUNG,c 40-44,B,0
KNN,AB,h 14000-16000,c 0.6-0.7,e 1.06-1.08,4K,SAMSUNG,c 40-44,B,0
KNN,SK,c 4000-6000,i 3.0-4.0,b 1-1.02,LED,SAMSUNG,e 50-56,W,0
KNN,SK,d 6000-8000,h 2.0-3.0,c 1.02-1.04,LED,SAMSUNG,d 45-49,B,0
KNN,SK,f 10000-12000,f 1.0-1.5,e 1.06-1.08,LED,SONY,b 30-39,B,0.0233
Langley,Ingram,e 8000-10000,d 0.7-0.8,d 1.04-1.06,LED,CHINA,c 40-44,B,0.0116
Langley,Ingram,g 12000-14000,d 0.7-0.8,e 1.06-1.08,LED,VIZIO,b 30-39,B,0
Langley,Ingram,g 12000-14000,e 0.8-1.0,d 1.04-1.06,LED,LG,c 40-44,B,0.0116
Brampton,PE,g 12000-14000,d 0.7-0.8,e 1.06-1.08,LED,CHINA,c 40-44,B,0.0235
Indis,NS,b 2000-4000,i 3.0-4.0,c 1.02-1.04,LED,SONY,e 50-56,W,0
Indis,NS,c 4000-6000,e 0.8-1.0,e 1.06-1.08,LED,SONY,c 40-44,B,0.0235
KNN,AB,h 14000-16000,d 0.7-0.8,d 1.04-1.06,LED,SONY,f >=57,W,0
KNN,SK,b 2000-4000,i 3.0-4.0,b 1-1.02,LED,SONY,e 50-56,B,0
Brampton,MB,f 10000-12000,e 0.8-1.0,d 1.04-1.06,4K,LG,c 40-44,B,0
Brampton,NB,b 2000-4000,h 2.0-3.0,e 1.06-1.08,OTHER,CHINA,a <30,B,0.0238
Brampton,NL,h 14000-16000,f 1.0-1.5,g 1.10-1.12,PLASMA,SAMSUNG,f >=57,W,0
Indis,QC,g 12000-14000,d 0.7-0.8,d 1.04-1.06,LED,LG,f >=57,W,0.1071
KNN,AB,b 2000-4000,h 2.0-3.0,c 1.02-1.04,LED,LG,e 50-56,W,0.0476
KNN,KNN,f 10000-12000,e 0.8-1.0,c 1.02-1.04,LED,SONY,e 50-56,W,0.0119
KNN,SK,g 12000-14000,e 0.8-1.0,e 1.06-1.08,LED,CHINA,b 30-39,B,0.0119
Langley,BC,c 4000-6000,g 1.5-2.0,d 1.04-1.06,4K,SAMSUNG,e 50-56,B,0
Langley,BC,j >18000,c 0.6-0.7,e 1.06-1.08,LED,SAMSUNG,c 40-44,B,0.0119
Langley,Langley,g 12000-14000,d 0.7-0.8,a <1,4K,LG,f >=57,W,0.0119
Langley,Langley,g 12000-14000,e 0.8-1.0,c 1.02-1.04,4K,SONY,f >=57,W,0
Brampton,NB,f 10000-12000,e 0.8-1.0,e 1.06-1.08,LED,SAMSUNG,e 50-56,B,0.012
Brampton,ON,g 12000-14000,d 0.7-0.8,j >1.16,4K,SONY,e 50-56,W,0
Indis,Indis,f 10000-12000,e 0.8-1.0,d 1.04-1.06,4K,SAMSUNG,e 50-56,W,0
Indis,NS,i 16000-18000,c 0.6-0.7,e 1.06-1.08,LED,SAMSUNG,c 40-44,B,0.012
Indis,QC,i 16000-18000,b 0.5-0.6,e 1.06-1.08,LED,SAMSUNG,f >=57,W,0.0361
KNN,SK,b 2000-4000,h 2.0-3.0,b 1-1.02,4K,SAMSUNG,e 50-56,W,0.0241
Langley,BC,g 12000-14000,c 0.6-0.7,d 1.04-1.06,4K,VIZIO,e 50-56,B,0
Indis,Indis,f 10000-12000,e 0.8-1.0,c 1.02-1.04,LED,SONY,e 50-56,W,0
Indis,NS,h 14000-16000,f 1.0-1.5,g 1.10-1.12,PLASMA,SAMSUNG,e 50-56,B,0
KNN,AB,e 8000-10000,e 0.8-1.0,c 1.02-1.04,4K,SONY,e 50-56,W,0
KNN,AB,f 10000-12000,c 0.6-0.7,d 1.04-1.06,4K,VIZIO,e 50-56,B,0.0488
KNN,AB,h 14000-16000,c 0.6-0.7,d 1.04-1.06,LED,SONY,f >=57,W,0.0122
KNN,SK,d 6000-8000,h 2.0-3.0,e 1.06-1.08,LED,SONY,c 40-44,B,0.0244
Brampton,Ingram,c 4000-6000,h 2.0-3.0,e 1.06-1.08,LED,SAMSUNG,b 30-39,B,0
Brampton,Ingram,j >18000,b 0.5-0.6,d 1.04-1.06,LED,SAMSUNG,e 50-56,B,0
Brampton,NL,f 10000-12000,f 1.0-1.5,f 1.08-1.10,LED,LG,b 30-39,B,0
Indis,NS,g 12000-14000,b 0.5-0.6,g 1.10-1.12,4K,SAMSUNG,e 50-56,B,0
Indis,NS,h 14000-16000,c 0.6-0.7,e 1.06-1.08,LED,LG,d 45-49,W,0.0123
KNN,MB,i 16000-18000,c 0.6-0.7,d 1.04-1.06,LED,CHINA,e 50-56,W,0.0247
Langley,Ingram,d 6000-8000,f 1.0-1.5,d 1.04-1.06,LCD,SONY,b 30-39,B,0
Brampton,MB,b 2000-4000,i 3.0-4.0,e 1.06-1.08,LED,CHINA,a <30,B,0.0125
Brampton,NL,a <2000,f 1.0-1.5,e 1.06-1.08,LED,LG,b 30-39,B,0
Brampton,NL,g 12000-14000,c 0.6-0.7,d 1.04-1.06,LED,LG,e 50-56,W,0.025
Indis,QC,g 12000-14000,e 0.8-1.0,c 1.02-1.04,4K,SONY,f >=57,W,0.025
KNN,MB,b 2000-4000,j >4.0,c 1.02-1.04,LED,LG,f >=57,W,0.0125
Langley,BC,h 14000-16000,c 0.6-0.7,e 1.06-1.08,4K,SAMSUNG,c 40-44,B,0
